"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Processeur 1","Processeur 1(RAW)","Processeur 2","Processeur 2(RAW)","Processeur 3","Processeur 3(RAW)","Processeur 4","Processeur 4(RAW)","Processeur 5","Processeur 5(RAW)","Processeur 6","Processeur 6(RAW)","Processeur 7","Processeur 7(RAW)","Processeur 8","Processeur 8(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"11/11/2024 14:00:00 - 15:00:00","45607.5833333333","22 %","21.6333","3 %","2.6167","33 %","33.1167","35 %","34.7833","15 %","15.2500","33 %","33.3833","4 %","4.2333","31 %","31.3833","18 %","18.4500","0 %","0.0000","100 %","0000010000"
"11/11/2024 15:00:00 - 16:00:00","45607.6250000000","9,50 %","9.5000","1 %","1.1667","14 %","14.0833","17 %","16.6333","6 %","6.0833","16 %","16.2667","1 %","1.0333","13 %","13.2333","8 %","7.8167","0 %","0.0000","100 %","0000010000"
"11/11/2024 16:00:00 - 17:00:00","45607.6666666667","0,95 %","0.9500","","0.2333","","0.7167","","0.7667","3 %","2.6500","","0.6667","","0.4333","2 %","1.6833","","0.7833","0 %","0.0000","100 %","0000010000"
"11/11/2024 17:00:00 - 18:00:00","45607.7083333333","0,27 %","0.2667","","0.1333","","0.1500","","0.0833","","0.9333","","0.2667","","0.1667","","0.9833","","0.1333","0 %","0.0000","100 %","0000010000"
"11/11/2024 18:00:00 - 19:00:00","45607.7500000000","0,29 %","0.2881","","0.2373","","0.2034","","0.1525","1 %","1.1695","","0.2373","","0.2203","","0.6610","","0.0847","0 %","0.0000","100 %","0000010000"
"11/11/2024 19:00:00 - 20:00:00","45607.7916666667","0,80 %","0.8000","","0.3333","","0.8667","","0.6333","2 %","2.0167","","0.9167","","0.6333","1 %","1.2000","","0.3000","0 %","0.0000","100 %","0000010000"
"11/11/2024 20:00:00 - 21:00:00","45607.8333333333","0,30 %","0.3000","","0.2500","","0.2000","","0.1167","1 %","1.0167","","0.1500","","0.2333","","0.8833","","0.1167","0 %","0.0000","100 %","0000010000"
"11/11/2024 21:00:00 - 22:00:00","45607.8750000000","0,07 %","0.0667","","0.2000","","0.1000","","0.0667","","0.1500","","0.1333","","0.1833","","0.1333","","0.0333","0 %","0.0000","100 %","0000010000"
"11/11/2024 22:00:00 - 23:00:00","45607.9166666667","0,67 %","0.6667","","0.3000","","0.6667","","0.5833","2 %","2.0333","","0.9333","","0.3000","","0.8667","","0.3833","0 %","0.0000","100 %","0000010000"
"11/11/2024 23:00:00 - 00:00:00","45607.9583333333","23 %","22.6167","19 %","18.6333","22 %","21.9000","21 %","21.0500","25 %","24.7833","22 %","22.4500","21 %","21.4667","30 %","30.0333","21 %","20.7833","0 %","0.0000","100 %","0000010000"
"12/11/2024 00:00:00 - 01:00:00","45608.0000000000","37 %","37.4167","15 %","14.6333","35 %","34.6833","40 %","40.2000","36 %","36.4667","46 %","45.9500","42 %","42.0667","58 %","58.2667","27 %","27.3167","0 %","0.0000","100 %","0000010000"
"12/11/2024 01:00:00 - 02:00:00","45608.0416666667","23 %","23.0500","11 %","11.1500","17 %","16.5667","26 %","25.9833","36 %","35.5000","20 %","20.3333","20 %","19.6500","37 %","37.0333","18 %","18.1333","0 %","0.0000","100 %","0000010000"
"12/11/2024 02:00:00 - 03:00:00","45608.0833333333","0,07 %","0.0667","","0.1000","","0.1000","","0.1833","","0.1167","","0.1833","","0.2000","","0.1667","","0.0500","0 %","0.0000","100 %","0000010000"
"12/11/2024 03:00:00 - 04:00:00","45608.1250000000","0,07 %","0.0667","","0.1333","","0.1333","","0.2000","","0.2667","","0.0833","","0.1833","","0.0833","","0.0667","0 %","0.0000","100 %","0000010000"
"12/11/2024 04:00:00 - 05:00:00","45608.1666666667","8,37 %","8.3667","2 %","1.6500","2 %","2.1500","2 %","2.4000","39 %","38.6667","4 %","3.8833","1 %","1.4000","15 %","14.8833","2 %","1.6167","2 %","1.6600","100 %","0000010000"
"12/11/2024 05:00:00 - 06:00:00","45608.2083333333","25 %","24.6833","15 %","14.5833","28 %","28.1167","29 %","29.3500","37 %","37.0667","28 %","27.7500","14 %","13.7333","23 %","23.4167","24 %","23.6167","0 %","0.0000","100 %","0000010000"
"12/11/2024 06:00:00 - 07:00:00","45608.2500000000","22 %","21.6167","11 %","11.1000","28 %","27.6833","28 %","28.1833","23 %","23.4167","27 %","27.3500","11 %","11.2667","27 %","26.9333","17 %","17.2333","0 %","0.0000","100 %","0000010000"
"12/11/2024 07:00:00 - 08:00:00","45608.2916666667","20 %","20.3333","11 %","11.1000","26 %","26.0833","25 %","25.4000","22 %","21.6000","24 %","24.3333","11 %","11.2500","25 %","24.6333","18 %","17.9500","0 %","0.0000","100 %","0000010000"
"12/11/2024 08:00:00 - 09:00:00","45608.3333333333","19 %","18.7500","8 %","7.7500","24 %","24.4167","24 %","24.3500","25 %","24.9000","24 %","23.7333","7 %","7.4333","23 %","22.6667","15 %","15.0833","3 %","3.3300","100 %","0000010000"
"12/11/2024 09:00:00 - 10:00:00","45608.3750000000","10 %","10.3000","7 %","7.2833","12 %","12.2500","11 %","10.6167","13 %","13.0167","11 %","10.5167","7 %","6.8167","12 %","11.9000","10 %","10.1667","0 %","0.0000","100 %","0000010000"
"12/11/2024 10:00:00 - 11:00:00","45608.4166666667","7,56 %","7.5556","6 %","5.8889","9 %","8.7778","8 %","8.1111","9 %","8.8889","9 %","8.5556","7 %","6.6667","9 %","8.8889","7 %","6.5556","0 %","0.0000","30 %","0000003000"
"12/11/2024 11:00:00 - 12:00:00","45608.4583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 12:00:00 - 13:00:00","45608.5000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 13:00:00 - 14:00:00","45608.5416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 14:00:00 - 15:00:00","45608.5833333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 15:00:00 - 16:00:00","45608.6250000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 16:00:00 - 17:00:00","45608.6666666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 17:00:00 - 18:00:00","45608.7083333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 18:00:00 - 19:00:00","45608.7500000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 19:00:00 - 20:00:00","45608.7916666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 20:00:00 - 21:00:00","45608.8333333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 21:00:00 - 22:00:00","45608.8750000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 22:00:00 - 23:00:00","45608.9166666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"12/11/2024 23:00:00 - 00:00:00","45608.9583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 00:00:00 - 01:00:00","45609.0000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 01:00:00 - 02:00:00","45609.0416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 02:00:00 - 03:00:00","45609.0833333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 03:00:00 - 04:00:00","45609.1250000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 04:00:00 - 05:00:00","45609.1666666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 05:00:00 - 06:00:00","45609.2083333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 06:00:00 - 07:00:00","45609.2500000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 07:00:00 - 08:00:00","45609.2916666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 08:00:00 - 09:00:00","45609.3333333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 09:00:00 - 10:00:00","45609.3750000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 10:00:00 - 11:00:00","45609.4166666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 11:00:00 - 12:00:00","45609.4583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 12:00:00 - 13:00:00","45609.5000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 13:00:00 - 14:00:00","45609.5416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 14:00:00 - 15:00:00","45609.5833333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 15:00:00 - 16:00:00","45609.6250000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 16:00:00 - 17:00:00","45609.6666666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 17:00:00 - 18:00:00","45609.7083333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 18:00:00 - 19:00:00","45609.7500000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 19:00:00 - 20:00:00","45609.7916666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 20:00:00 - 21:00:00","45609.8333333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 21:00:00 - 22:00:00","45609.8750000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 22:00:00 - 23:00:00","45609.9166666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"13/11/2024 23:00:00 - 00:00:00","45609.9583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 00:00:00 - 01:00:00","45610.0000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 01:00:00 - 02:00:00","45610.0416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 02:00:00 - 03:00:00","45610.0833333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 03:00:00 - 04:00:00","45610.1250000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 04:00:00 - 05:00:00","45610.1666666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 05:00:00 - 06:00:00","45610.2083333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 06:00:00 - 07:00:00","45610.2500000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 07:00:00 - 08:00:00","45610.2916666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 08:00:00 - 09:00:00","45610.3333333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 09:00:00 - 10:00:00","45610.3750000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 10:00:00 - 11:00:00","45610.4166666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 11:00:00 - 12:00:00","45610.4583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 12:00:00 - 13:00:00","45610.5000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 13:00:00 - 14:00:00","45610.5416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 14:00:00 - 15:00:00","45610.5833333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 15:00:00 - 16:00:00","45610.6250000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 16:00:00 - 17:00:00","45610.6666666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 17:00:00 - 18:00:00","45610.7083333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 18:00:00 - 19:00:00","45610.7500000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 19:00:00 - 20:00:00","45610.7916666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 20:00:00 - 21:00:00","45610.8333333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 21:00:00 - 22:00:00","45610.8750000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 22:00:00 - 23:00:00","45610.9166666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"14/11/2024 23:00:00 - 00:00:00","45610.9583333333","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"15/11/2024 00:00:00 - 01:00:00","45611.0000000000","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
"15/11/2024 01:00:00 - 02:00:00","45611.0416666667","","","","","","","","","","","","","","","","","","","","","0 %","0000000000"
